reset 
clear 
plot 2 with lines 
set size ratio 0.500000 
set nokey 
2 19 0.218309 
2 20 0.140793 
2 21 0.089204 
2 22 0.065151 
2 23 0.040056 
2 24 0.024180 
2 25 0.014330 
2 26 0.008335 
2 27 0.004759 
2 28 0.002666 
2 29 0.001466 
2 30 0.000791 
2 31 0.000418 
2 32 0.000217 
2 33 0.000139 
2 34 0.000070 
2 35 0.000034 
2 36 0.000017 
2 37 0.000008 
2 38 0.000004 
2 39 0.000002 
2 40 0.000001 
2 41 0.000000 
2 42 0.000000 
3 0 100.000000 
3 1 84.839828 
3 2 64.679119 
3 3 48.960936 
3 4 37.224268 
3 5 28.450186 
3 6 21.791819 
3 7 16.665474 
3 8 12.682314 
3 9 9.577391 
3 10 7.161814 
3 11 5.863100 
3 12 4.297484 
3 13 3.107274 
3 14 2.214212 
3 15 1.553836 
3 16 1.073170 
3 17 0.729100 
3 18 0.487052 
3 19 0.319798 
3 20 0.206327 
3 21 0.130769 
3 22 0.095527 
3 23 0.058746 
3 24 0.035470 
3 25 0.021024 
3 26 0.012232 
3 27 0.006984 
3 28 0.003914 
3 29 0.002152 
3 30 0.001161 
3 31 0.000614 
3 32 0.000319 
3 33 0.000204 
3 34 0.000103 
3 35 0.000051 
3 36 0.000024 
3 37 0.000012 
3 38 0.000005 
3 39 0.000002 
3 40 0.000001 
3 41 0.000001 
3 42 0.000000 
4 0 100.000000 
4 1 87.831852 
4 2 70.779650 
4 3 56.152618 
4 4 44.185333 
4 5 34.585960 
4 6 26.930051 
4 7 20.831657 
4 8 15.981862 
4 9 12.140339 
4 10 9.117968 
4 11 7.481627 
4 12 5.498918 
4 13 3.984452 
4 14 2.844047 
4 15 1.998496 
4 16 1.381767 
4 17 0.939582 
4 18 0.628110 
4 19 0.412664 
4 20 0.266376 
4 21 0.168899 
4 22 0.123411 
4 23 0.075918 
4 24 0.045851 
4 25 0.027184 
4 26 0.015819 
4 27 0.009034 
4 28 0.005063 
4 29 0.002784 
4 30 0.001502 
4 31 0.000795 
4 32 0.000413 
4 33 0.000264 
4 34 0.000133 
4 35 0.000065 
4 36 0.000032 
4 37 0.000015 
4 38 0.000007 
4 39 0.000003 
4 40 0.000001 
4 41 0.000001 
4 42 0.000000 
5 0 100.000000 
5 1 89.499130 
5 2 74.418558 
5 3 60.816322 
5 4 49.048985 
5 5 39.132962 
5 6 30.910298 
5 7 24.166728 
5 8 18.688424 
5 9 14.281454 
5 10 10.774942 
5 11 8.862767 
5 12 6.533365 
5 13 4.745029 
5 14 3.393201 
5 15 2.387923 
5 16 1.653004 
5 17 1.125125 
5 18 0.752757 
5 19 0.494890 
5 20 0.319634 
5 21 0.202765 
5 22 0.148197 
5 23 0.091199 
5 24 0.055098 
5 25 0.032675 
5 26 0.019018 
5 27 0.010864 
5 28 0.006089 
5 29 0.003349 
5 30 0.001807 
5 31 0.000957 
5 32 0.000497 
5 33 0.000318 
5 34 0.000160 
5 35 0.000079 
5 36 0.000038 
5 37 0.000018 
5 38 0.000008 
5 39 0.000004 
5 40 0.000002 
5 41 0.000001 
5 42 0.000000 
6 0 100.000000 
6 1 90.499187 
6 2 76.680492 
6 3 63.864979 
6 4 52.395921 
6 5 42.407134 
6 6 33.885195 
6 7 26.734257 
6 8 20.820856 
6 9 15.999044 
6 10 12.122962 
6 11 9.994992 
6 12 7.389390 
6 13 5.379131 
6 14 3.853776 
6 15 2.716109 
6 16 1.882483 
6 17 1.282607 
6 18 0.858832 
6 19 0.565020 
6 20 0.365141 
6 21 0.231747 
6 22 0.169428 
6 23 0.104304 
6 24 0.063035 
6 25 0.037392 
6 26 0.021770 
6 27 0.012438 
6 28 0.006973 
6 29 0.003836 
6 30 0.002070 
6 31 0.001096 
6 32 0.000569 
6 33 0.000364 
6 34 0.000183 
6 35 0.000090 
6 36 0.000044 
6 37 0.000021 
6 38 0.000010 
6 39 0.000004 
6 40 0.000002 
6 41 0.000001 
6 42 0.000000 
7 0 100.000000 
7 1 91.120270 
7 2 78.114421 
7 3 65.859311 
7 4 54.663375 
7 5 44.700924 
7 6 36.031805 
7 7 28.633470 
7 8 22.430563 
7 9 17.316988 
7 10 13.170978 
7 11 10.881642 
7 12 8.065840 
7 13 5.883871 
7 14 4.222550 
7 15 2.980139 
7 16 2.067822 
7 17 1.410207 
7 18 0.945008 
7 19 0.622119 
7 20 0.402262 
7 21 0.255425 
7 22 0.186790 
7 23 0.115033 
7 24 0.069541 
7 25 0.041262 
7 26 0.024028 
7 27 0.013731 
7 28 0.007699 
7 29 0.004236 
7 30 0.002286 
7 31 0.001211 
7 32 0.000629 
7 33 0.000402 
7 34 0.000202 
7 35 0.000100 
7 36 0.000048 
7 37 0.000023 
7 38 0.000011 
7 39 0.000005 
7 40 0.000002 
7 41 0.000001 
7 42 0.000001 
8 0 100.000000 
8 1 91.506375 
8 2 79.017044 
8 3 67.140074 
8 4 56.154355 
8 5 46.245817 
8 6 37.510093 
8 7 29.967180 
8 8 23.579845 
8 9 18.270985 
8 10 13.938183 
8 11 11.534839 
8 12 8.568181 
8 13 6.261140 
8 14 4.499653 
8 15 3.179394 
8 16 2.208189 
8 17 1.507128 
8 18 1.010625 
8 19 0.665685 
8 20 0.430633 
8 21 0.273548 
8 22 0.200089 
8 23 0.123261 
8 24 0.074534 
8 25 0.044235 
8 26 0.025765 
8 27 0.014726 
8 28 0.008258 
8 29 0.004544 
8 30 0.002453 
8 31 0.001299 
8 32 0.000675 
8 33 0.000432 
8 34 0.000217 
8 35 0.000107 
8 36 0.000052 
8 37 0.000025 
8 38 0.000011 
8 39 0.000005 
8 40 0.000002 
8 41 0.000001 
8 42 0.000001 
9 0 100.000000 
9 1 91.734754 
9 2 79.555023 
9 3 67.913082 
9 4 57.068199 
9 5 47.208199 
9 6 38.445482 
9 7 30.823122 
9 8 24.326583 
9 9 18.897361 
9 10 14.446335 
9 11 11.969631 
9 12 8.904681 
9 13 6.515175 
9 14 4.687036 
9 15 3.314607 
9 16 2.303716 
9 17 1.573245 
9 18 1.055476 
9 19 0.695513 
9 20 0.450084 
9 21 0.285988 
9 22 0.209225 
9 23 0.128918 
9 24 0.077970 
9 25 0.046282 
9 26 0.026961 
9 27 0.015411 
9 28 0.008644 
9 29 0.004757 
9 30 0.002568 
9 31 0.001360 
9 32 0.000707 
9 33 0.000452 
9 34 0.000227 
9 35 0.000112 
9 36 0.000054 
9 37 0.000026 
9 38 0.000012 
9 39 0.000005 
9 40 0.000002 
9 41 0.000001 
9 42 0.000001 
10 0 100.000000 
10 1 91.846985 
10 2 79.820531 
10 3 68.297324 
10 4 57.526535 
10 5 47.695574 
10 6 38.923724 
10 7 31.264626 
10 8 24.714786 
10 9 19.225197 
10 10 14.713813 
10 11 12.199243 
10 12 9.083131 
10 13 6.650358 
10 14 4.787035 
10 15 3.386935 
10 16 2.354915 
10 17 1.608738 
10 18 1.079585 
10 19 0.711564 
10 20 0.460562 
10 21 0.292694 
10 22 0.214152 
10 23 0.131970 
10 24 0.079825 
10 25 0.047388 
10 26 0.027607 
10 27 0.015782 
10 28 0.008852 
10 29 0.004872 
10 30 0.002630 
10 31 0.001393 
10 32 0.000724 
10 33 0.000463 
10 34 0.000233 
10 35 0.000115 
10 36 0.000056 
10 37 0.000026 
10 38 0.000012 
10 39 0.000006 
10 40 0.000003 
10 41 0.000001 
10 42 0.000001 
11 0 100.000000 
11 1 91.862440 
11 2 79.857151 
11 3 68.350466 
11 4 57.590145 
11 5 47.763470 
11 6 38.990599 
11 7 31.326582 
11 8 24.769435 
11 9 19.271474 
11 10 14.751658 
11 11 12.231774 
11 12 9.108458 
11 13 6.669571 
11 14 4.801265 
11 15 3.397237 
11 16 2.362213 
11 17 1.613801 
11 18 1.083026 
11 19 0.713856 
11 20 0.462058 
11 21 0.293653 
11 22 0.214856 
11 23 0.132407 
11 24 0.080091 
11 25 0.047546 
11 26 0.027700 
11 27 0.015835 
11 28 0.008882 
11 29 0.004888 
11 30 0.002639 
11 31 0.001398 
11 32 0.000726 
11 33 0.000464 
11 34 0.000234 
11 35 0.000115 
11 36 0.000056 
11 37 0.000027 
11 38 0.000012 
11 39 0.000006 
11 40 0.000003 
11 41 0.000001 
11 42 0.000001 
12 0 100.000000 
12 1 91.783732 
12 2 79.670800 
12 3 68.080408 
12 4 57.267451 
12 5 47.419680 
12 6 38.652614 
12 7 31.014010 
12 8 24.494164 
12 9 19.038691 
12 10 14.561512 
12 11 12.068437 
12 12 8.981406 
12 13 6.573256 
12 14 4.729975 
12 15 3.345649 
12 16 2.325681 
12 17 1.588468 
12 18 1.065813 
12 19 0.702393 
12 20 0.454575 
12 21 0.288862 
12 22 0.211336 
12 23 0.130225 
12 24 0.078765 
12 25 0.046756 
12 26 0.027238 
12 27 0.015570 
12 28 0.008733 
12 29 0.004806 
12 30 0.002595 
12 31 0.001374 
12 32 0.000714 
12 33 0.000457 
12 34 0.000230 
12 35 0.000113 
12 36 0.000055 
12 37 0.000026 
12 38 0.000012 
12 39 0.000006 
12 40 0.000003 
12 41 0.000001 
12 42 0.000001 
13 0 100.000000 
13 1 91.597415 
13 2 79.231135 
13 3 67.446816 
13 4 56.515691 
13 5 46.624888 
13 6 37.877148 
13 7 30.301896 
13 8 23.870962 
13 9 18.514536 
13 10 14.135327 
13 11 11.703308 
13 12 8.698353 
13 13 6.359279 
13 14 4.571963 
13 15 3.231525 
13 16 2.244991 
13 17 1.532584 
13 18 1.027884 
13 19 0.677158 
13 20 0.438112 
13 21 0.278330 
13 22 0.203600 
13 23 0.125434 
13 24 0.075854 
13 25 0.045022 
13 26 0.026224 
13 27 0.014989 
13 28 0.008406 
13 29 0.004626 
13 30 0.002497 
13 31 0.001323 
13 32 0.000687 
13 33 0.000439 
13 34 0.000221 
13 35 0.000109 
13 36 0.000053 
13 37 0.000025 
13 38 0.000012 
13 39 0.000005 
13 40 0.000002 
13 41 0.000001 
13 42 0.000001 
14 0 100.000000 
14 1 91.270301 
14 2 78.464135 
14 3 66.353162 
14 4 55.234953 
14 5 45.289587 
14 6 36.591839 
14 7 29.136111 
14 8 22.861753 
14 9 17.673555 
14 10 13.456827 
14 11 11.124579 
14 12 8.252247 
14 13 6.023607 
14 14 4.325030 
14 15 3.053737 
14 16 2.119615 
14 17 1.445939 
14 18 0.969182 
14 19 0.638160 
14 20 0.412703 
14 21 0.262092 
14 22 0.191681 
14 23 0.118058 
14 24 0.071376 
14 25 0.042355 
14 26 0.024666 
14 27 0.014096 
14 28 0.007905 
14 29 0.004349 
14 30 0.002348 
14 31 0.001243 
14 32 0.000646 
14 33 0.000413 
14 34 0.000208 
14 35 0.000103 
14 36 0.000050 
14 37 0.000024 
14 38 0.000011 
14 39 0.000005 
14 40 0.000002 
14 41 0.000001 
14 42 0.000001 
15 0 100.000000 
15 1 90.739297 
15 2 77.232216 
15 3 64.626562 
15 4 53.254244 
15 5 43.267857 
15 6 34.684269 
15 7 27.436353 
15 8 21.412478 
15 9 16.481122 
15 10 12.504818 
15 11 10.317351 
15 12 7.634654 
15 13 5.561733 
15 14 3.986949 
15 15 2.811317 
15 16 1.949235 
15 17 1.328518 
15 18 0.889813 
15 19 0.585533 
15 20 0.378469 
15 21 0.240244 
15 22 0.175657 
15 23 0.108151 
15 24 0.065368 
15 25 0.038780 
15 26 0.022579 
15 27 0.012901 
15 28 0.007233 
15 29 0.003979 
15 30 0.002148 
15 31 0.001137 
15 32 0.000591 
15 33 0.000378 
15 34 0.000190 
15 35 0.000094 
15 36 0.000045 
15 37 0.000022 
15 38 0.000010 
15 39 0.000005 
15 40 0.000002 
15 41 0.000001 
15 42 0.000000 
16 0 100.000000 
16 1 89.887992 
16 2 75.291146 
16 3 61.978518 
16 4 50.308498 
16 5 40.350275 
16 6 32.004863 
16 7 25.103315 
16 8 19.460925 
16 9 14.900250 
16 10 11.258472 
16 11 9.267916 
16 12 6.838767 
16 13 4.970716 
16 14 3.556813 
16 15 2.504324 
16 16 1.734292 
16 17 1.180852 
16 18 0.790261 
16 19 0.519667 
16 20 0.335702 
16 21 0.212993 
16 22 0.155688 
16 23 0.095820 
16 24 0.057896 
16 25 0.034337 
16 26 0.019988 
16 27 0.011418 
16 28 0.006401 
16 29 0.003520 
16 30 0.001900 
16 31 0.001006 
16 32 0.000522 
16 33 0.000334 
16 34 0.000168 
16 35 0.000083 
16 36 0.000040 
16 37 0.000019 
16 38 0.000009 
16 39 0.000004 
16 40 0.000002 
16 41 0.000001 
16 42 0.000000 
17 0 100.000000 
17 1 88.490266 
17 2 72.196599 
17 3 57.934030 
17 4 46.008271 
17 5 36.262871 
17 6 28.379108 
17 7 22.033740 
17 8 16.949949 
17 9 12.901683 
17 10 9.704494 
17 11 7.969321 
17 12 5.863100 
17 13 4.251585 
17 14 3.036561 
17 15 2.134809 
17 16 1.476593 
17 17 1.004384 
17 18 0.671608 
17 19 0.441339 
17 20 0.284938 
17 21 0.180696 
17 22 0.132043 
17 23 0.081238 
17 24 0.049069 
17 25 0.029094 
17 26 0.016932 
17 27 0.009670 
17 28 0.005420 
17 29 0.002981 
17 30 0.001608 
17 31 0.000851 
17 32 0.000442 
17 33 0.000283 
17 34 0.000142 
17 35 0.000070 
17 36 0.000034 
17 37 0.000016 
17 38 0.000008 
17 39 0.000003 
17 40 0.000002 
17 41 0.000001 
17 42 0.000000 
18 0 100.000000 
18 1 86.055889 
18 2 67.091121 
18 3 51.714454 
18 4 39.817873 
18 5 30.689786 
18 6 23.639578 
18 7 18.147696 
18 8 13.847111 
18 9 10.476990 
18 10 7.845494 
18 11 6.427500 
18 12 4.715296 
18 13 3.411675 
18 14 2.432413 
18 15 1.707679 
18 16 1.179823 
18 17 0.801780 
18 18 0.535725 
18 19 0.351823 
18 20 0.227025 
18 21 0.143906 
18 22 0.105131 
18 23 0.064659 
18 24 0.039044 
18 25 0.023144 
18 26 0.013466 
18 27 0.007689 
18 28 0.004309 
18 29 0.002369 
18 30 0.001278 
18 31 0.000677 
18 32 0.000351 
18 33 0.000225 
18 34 0.000113 
18 35 0.000056 
18 36 0.000027 
18 37 0.000013 
18 38 0.000006 
18 39 0.000003 
18 40 0.000001 
18 41 0.000001 
18 42 0.000000 
19 0 100.000000 
19 1 81.312694 
19 2 58.201607 
19 3 42.098067 
19 4 31.102646 
19 5 23.354984 
19 6 17.690283 
19 7 13.429981 
19 8 10.169246 
19 9 7.652645 
19 10 5.707971 
19 11 4.666733 
19 12 3.415216 
19 13 2.466379 
19 14 1.755862 
19 15 1.231267 
19 16 0.849876 
19 17 0.577116 
19 18 0.385370 
19 19 0.252950 
19 20 0.163153 
19 21 0.103381 
19 22 0.075510 
19 23 0.046428 
19 24 0.028028 
19 25 0.016611 
19 26 0.009663 
19 27 0.005517 
19 28 0.003091 
19 29 0.001699 
19 30 0.000917 
19 31 0.000485 
19 32 0.000252 
19 33 0.000161 
19 34 0.000081 
19 35 0.000040 
19 36 0.000019 
19 37 0.000009 
19 38 0.000004 
19 39 0.000002 
19 40 0.000001 
19 41 0.000000 
19 42 0.000000 
20 0 100.000000 
20 1 69.871704 
20 2 41.811061 
20 3 27.525962 
20 4 19.400053 
20 5 14.205214 
20 6 10.604171 
20 7 7.977993 
20 8 6.005259 
20 9 4.500760 
20 10 3.347313 
20 11 2.732634 
20 12 1.996293 
20 13 1.439742 
20 14 1.023914 
20 15 0.717412 
20 16 0.494865 
20 17 0.335864 
20 18 0.224176 
20 19 0.147092 
20 20 0.094846 
20 21 0.060084 
20 22 0.043879 
20 23 0.026974 
20 24 0.016281 
20 25 0.009648 
20 26 0.005612 
20 27 0.003204 
20 28 0.001795 
20 29 0.000987 
20 30 0.000532 
20 31 0.000282 
20 32 0.000146 
20 33 0.000093 
20 34 0.000047 
20 35 0.000023 
20 36 0.000011 
20 37 0.000005 
20 38 0.000002 
20 39 0.000001 
20 40 0.000001 
20 41 0.000000 
20 42 0.000000 
EFO 
 pause 0.1 
set cbrange [-1.000000:101.000000] 
set palette defined (-1 "#0000FF", 101 "#FF0000") 
plot "-" using 2:1:3 with image 
0 0 100.000000 
0 1 30.296687 
0 2 12.479988 
0 3 7.498383 
0 4 5.137565 
0 5 3.731253 
0 6 2.787138 
0 7 2.108671 
0 8 1.601615 
0 9 1.214461 
0 10 0.915926 
0 11 0.755607 
0 12 0.561668 
0 13 0.412958 
0 14 0.299952 
0 15 0.215034 
0 16 0.152036 
0 17 0.105951 
0 18 0.072740 
0 19 0.049177 
0 20 0.032729 
0 21 0.021437 
0 22 0.016022 
0 23 0.010213 
0 24 0.006402 
0 25 0.003947 
0 26 0.002393 
0 27 0.001426 
0 28 0.000835 
0 29 0.000481 
0 30 0.000272 
0 31 0.000151 
0 32 0.000083 
0 33 0.000055 
0 34 0.000029 
0 35 0.000015 
0 36 0.000008 
0 37 0.000004 
0 38 0.000002 
0 39 0.000001 
0 40 0.000000 
0 41 0.000000 
0 42 0.000000 
1 0 100.000000 
1 1 62.155145 
1 2 33.751772 
1 3 21.517405 
1 4 15.030605 
1 5 11.008783 
1 6 8.259486 
1 7 6.264973 
1 8 4.766220 
1 9 3.618027 
1 10 2.730732 
1 11 2.253627 
1 12 1.675952 
1 13 1.232639 
1 14 0.895561 
1 15 0.642154 
1 16 0.454097 
1 17 0.316495 
1 18 0.217310 
1 19 0.146930 
1 20 0.097794 
1 21 0.064056 
1 22 0.047879 
1 23 0.030519 
1 24 0.019133 
1 25 0.011796 
1 26 0.007151 
1 27 0.004261 
1 28 0.002496 
1 29 0.001437 
1 30 0.000813 
1 31 0.000452 
1 32 0.000247 
1 33 0.000164 
1 34 0.000087 
1 35 0.000045 
1 36 0.000023 
1 37 0.000012 
1 38 0.000006 
1 39 0.000003 
1 40 0.000001 
1 41 0.000001 
1 42 0.000000 
2 0 100.000000 
2 1 78.742496 
2 2 54.006688 
2 3 38.126610 
2 4 27.879976 
2 5 20.895566 
2 6 15.880269 
2 7 12.140033 
2 8 9.282677 
2 9 7.070755 
2 10 5.349700 
2 11 4.420495 
2 12 3.292175 
2 13 2.424024 
2 14 1.762651 
2 15 1.264740 
2 16 0.894835 
2 17 0.623946 
2 18 0.428560 
2 19 0.289846 
2 20 0.192963 
2 21 0.126418 
2 22 0.094502 
2 23 0.060247 
2 24 0.037776 
2 25 0.023292 
2 26 0.014121 
2 27 0.008416 
2 28 0.004931 
2 29 0.002839 
2 30 0.001607 
2 31 0.000894 
2 32 0.000488 
2 33 0.000323 
2 34 0.000172 
2 35 0.000090 
2 36 0.000046 
2 37 0.000023 
2 38 0.000011 
2 39 0.000006 
2 40 0.000003 
2 41 0.000001 
2 42 0.000001 
3 0 100.000000 
3 1 84.942833 
3 2 64.930795 
3 3 49.346829 
3 4 37.722854 
3 5 29.034858 
3 6 22.433234 
3 7 17.333968 
3 8 13.350117 
3 9 10.220413 
3 10 7.760869 
3 11 6.424896 
3 12 4.795597 
3 13 3.536990 
3 14 2.575350 
3 15 1.849792 
3 16 1.309861 
3 17 0.913946 
3 18 0.628091 
3 19 0.424986 
3 20 0.283038 
3 21 0.185488 
3 22 0.138684 
3 23 0.088435 
3 24 0.055461 
3 25 0.034203 
3 26 0.020738 
3 27 0.012362 
3 28 0.007243 
3 29 0.004171 
3 30 0.002361 
3 31 0.001313 
3 32 0.000718 
3 33 0.000475 
3 34 0.000252 
3 35 0.000132 
3 36 0.000067 
3 37 0.000034 
3 38 0.000017 
3 39 0.000008 
3 40 0.000004 
3 41 0.000002 
3 42 0.000001 
4 0 100.000000 
4 1 87.965408 
4 2 71.105972 
4 3 56.652964 
4 4 44.831796 
4 5 35.344041 
4 6 27.761705 
4 7 21.698423 
4 8 16.847732 
4 9 12.974079 
4 10 9.894700 
4 11 8.210050 
4 12 6.144770 
4 13 4.541621 
4 14 3.312299 
4 15 2.382233 
4 16 1.688660 
4 17 1.179253 
4 18 0.810982 
4 19 0.549052 
4 20 0.365839 
4 21 0.239848 
4 22 0.179369 
4 23 0.114414 
4 24 0.071772 
4 25 0.044271 
4 26 0.026848 
4 27 0.016006 
4 28 0.009380 
4 29 0.005403 
4 30 0.003058 
4 31 0.001701 
4 32 0.000930 
4 33 0.000616 
4 34 0.000327 
4 35 0.000171 
4 36 0.000087 
4 37 0.000044 
4 38 0.000022 
4 39 0.000011 
4 40 0.000005 
4 41 0.000002 
4 42 0.000001 
5 0 100.000000 
5 1 89.660173 
5 2 74.812037 
5 3 61.419641 
5 4 49.828492 
5 5 40.047058 
5 6 31.913109 
5 7 25.211877 
5 8 19.732494 
5 9 15.286782 
5 10 11.711530 
5 11 9.741103 
5 12 7.312139 
5 13 5.416868 
5 14 3.957824 
5 15 2.850637 
5 16 2.023060 
5 17 1.414124 
5 18 0.973267 
5 19 0.659349 
5 20 0.439568 
5 21 0.288316 
5 22 0.215673 
5 23 0.137618 
5 24 0.086354 
5 25 0.053279 
5 26 0.032318 
5 27 0.019271 
5 28 0.011295 
5 29 0.006507 
5 30 0.003684 
5 31 0.002049 
5 32 0.001120 
5 33 0.000742 
5 34 0.000394 
5 35 0.000205 
5 36 0.000105 
5 37 0.000053 
5 38 0.000026 
5 39 0.000013 
5 40 0.000006 
5 41 0.000003 
5 42 0.000002 
6 0 100.000000 
6 1 90.684088 
6 2 77.132264 
6 3 64.557678 
6 4 53.290910 
6 5 43.456652 
6 6 35.036571 
6 7 27.934245 
6 8 22.019605 
6 9 17.153312 
6 10 13.198307 
6 11 11.003455 
6 12 8.283541 
6 13 6.150505 
6 14 4.502051 
6 15 3.247378 
6 16 2.307365 
6 17 1.614424 
6 18 1.112013 
6 19 0.753844 
6 20 0.502845 
6 21 0.329974 
6 22 0.246901 
6 23 0.157600 
6 24 0.098923 
6 25 0.061050 
6 26 0.037040 
6 27 0.022091 
6 28 0.012950 
6 29 0.007461 
6 30 0.004225 
6 31 0.002351 
6 32 0.001285 
6 33 0.000851 
6 34 0.000452 
6 35 0.000236 
6 36 0.000121 
6 37 0.000061 
6 38 0.000030 
6 39 0.000015 
6 40 0.000007 
6 41 0.000003 
6 42 0.000002 
7 0 100.000000 
7 1 91.324943 
7 2 78.614503 
7 3 66.626083 
7 4 55.654069 
7 5 45.862673 
7 6 37.306305 
7 7 29.961779 
7 8 23.757502 
7 9 18.594690 
7 10 14.361318 
7 11 11.997949 
7 12 9.055611 
7 13 6.737736 
7 14 4.940152 
7 15 3.568222 
7 16 2.538142 
7 17 1.777508 
7 18 1.225265 
7 19 0.831138 
7 20 0.554693 
7 21 0.364158 
7 22 0.272549 
7 23 0.174030 
7 24 0.109266 
7 25 0.067450 
7 26 0.040932 
7 27 0.024417 
7 28 0.014316 
7 29 0.008249 
7 30 0.004671 
7 31 0.002600 
7 32 0.001421 
7 33 0.000941 
7 34 0.000500 
7 35 0.000261 
7 36 0.000134 
7 37 0.000067 
7 38 0.000033 
7 39 0.000016 
7 40 0.000008 
7 41 0.000004 
7 42 0.000002 
8 0 100.000000 
8 1 91.726381 
8 2 79.554590 
8 3 67.964289 
8 4 57.219267 
8 5 47.494599 
8 6 38.880073 
8 7 31.395001 
8 8 25.006194 
8 9 19.644409 
8 10 15.217700 
8 11 12.734777 
8 12 9.632105 
8 13 7.178976 
8 14 5.271017 
8 15 3.811537 
8 16 2.713747 
8 17 1.901950 
8 18 1.311880 
8 19 0.890365 
8 20 0.594485 
8 21 0.390428 
8 22 0.292274 
8 23 0.186678 
8 24 0.117237 
8 25 0.072385 
8 26 0.043935 
8 27 0.026212 
8 28 0.015371 
8 29 0.008858 
8 30 0.005017 
8 31 0.002792 
8 32 0.001527 
8 33 0.001011 
8 34 0.000537 
8 35 0.000280 
8 36 0.000144 
8 37 0.000072 
8 38 0.000036 
8 39 0.000017 
8 40 0.000008 
8 41 0.000004 
8 42 0.000002 
9 0 100.000000 
9 1 91.965398 
9 2 80.118562 
9 3 68.777152 
9 4 58.184604 
9 5 48.517365 
9 6 39.881706 
9 7 32.319986 
9 8 25.821904 
9 9 20.337199 
9 10 15.787725 
9 11 13.227595 
9 12 10.020053 
9 13 7.477395 
9 14 5.495702 
9 15 3.977320 
9 16 2.833722 
9 17 1.987161 
9 18 1.371300 
9 19 0.931058 
9 20 0.621861 
9 21 0.408521 
9 22 0.305868 
9 23 0.195402 
9 24 0.122738 
9 25 0.075794 
9 26 0.046010 
9 27 0.027453 
9 28 0.016100 
9 29 0.009279 
9 30 0.005256 
9 31 0.002925 
9 32 0.001600 
9 33 0.001059 
9 34 0.000563 
9 35 0.000294 
9 36 0.000151 
9 37 0.000076 
9 38 0.000038 
9 39 0.000018 
9 40 0.000009 
9 41 0.000004 
9 42 0.000002 
10 0 100.000000 
10 1 92.083406 
10 2 80.398183 
10 3 69.183035 
10 4 58.670901 
10 5 49.037529 
10 6 40.395920 
10 7 32.798980 
10 8 26.247559 
10 9 20.701096 
10 10 16.088800 
10 11 13.488714 
10 12 10.226440 
10 13 7.636680 
10 14 5.615957 
10 15 4.066248 
10 16 2.898196 
10 17 2.033022 
10 18 1.403320 
10 19 0.953010 
10 20 0.636641 
10 21 0.418297 
10 22 0.313216 
10 23 0.200121 
10 24 0.125715 
10 25 0.077639 
10 26 0.047134 
10 27 0.028126 
10 28 0.016495 
10 29 0.009508 
10 30 0.005385 
10 31 0.002997 
10 32 0.001639 
10 33 0.001086 
10 34 0.000577 
10 35 0.000301 
10 36 0.000154 
10 37 0.000078 
10 38 0.000038 
10 39 0.000019 
10 40 0.000009 
10 41 0.000004 
10 42 0.000002 
11 0 100.000000 
11 1 92.099689 
11 2 80.436827 
11 3 69.239279 
11 4 58.738518 
11 5 49.110125 
11 6 40.467951 
11 7 32.866309 
11 8 26.307575 
11 9 20.752542 
11 10 16.131461 
11 11 13.525761 
11 12 10.255770 
11 13 7.659347 
11 14 5.633090 
11 15 4.078929 
11 16 2.907397 
11 17 2.039571 
11 18 1.407895 
11 19 0.956148 
11 20 0.638755 
11 21 0.419695 
11 22 0.314267 
11 23 0.200796 
11 24 0.126141 
11 25 0.077903 
11 26 0.047295 
11 27 0.028222 
11 28 0.016552 
11 29 0.009540 
11 30 0.005404 
11 31 0.003008 
11 32 0.001645 
11 33 0.001089 
11 34 0.000579 
11 35 0.000302 
11 36 0.000155 
11 37 0.000078 
11 38 0.000039 
11 39 0.000019 
11 40 0.000009 
11 41 0.000004 
11 42 0.000002 
12 0 100.000000 
12 1 92.016848 
12 2 80.240378 
12 3 68.953738 
12 4 58.395820 
12 5 48.742875 
12 6 40.104229 
12 7 32.526914 
12 8 26.005509 
12 9 20.493958 
12 10 15.917277 
12 11 13.339882 
12 12 10.108731 
12 13 7.545789 
12 14 5.547308 
12 15 4.015465 
12 16 2.861368 
12 17 2.006819 
12 18 1.385022 
12 19 0.940464 
12 20 0.628192 
12 21 0.412708 
12 22 0.309015 
12 23 0.197423 
12 24 0.124013 
12 25 0.076584 
12 26 0.046491 
12 27 0.027741 
12 28 0.016269 
12 29 0.009377 
12 30 0.005311 
12 31 0.002956 
12 32 0.001617 
12 33 0.001071 
12 34 0.000569 
12 35 0.000297 
12 36 0.000152 
12 37 0.000077 
12 38 0.000038 
12 39 0.000018 
12 40 0.000009 
12 41 0.000004 
12 42 0.000002 
13 0 100.000000 
13 1 91.821499 
13 2 79.778645 
13 3 68.286308 
13 4 57.600341 
13 5 47.896815 
13 6 39.272519 
13 7 31.756181 
13 8 25.323748 
13 9 19.913416 
13 10 15.438561 
13 11 12.925488 
13 12 9.781997 
13 13 7.294128 
13 14 5.357625 
13 15 3.875385 
13 16 2.759920 
13 17 1.934724 
13 18 1.334724 
13 19 0.906003 
13 20 0.605002 
13 21 0.397377 
13 22 0.297494 
13 23 0.190027 
13 24 0.119348 
13 25 0.073694 
13 26 0.044731 
13 27 0.026688 
13 28 0.015650 
13 29 0.009020 
13 30 0.005108 
